objectid,stopid,main_street,cross_street,direction,benches,lat,lon
5521,6697,BISCAYNE BD,# 4870,S,1,25.820341,-80.187713
5522,6698,BISCAYNE BD,# 4500,S,1,25.817587,-80.188393
5523,6699,BISCAYNE BD,# 4300,S,3,25.816322,-80.188701
5524,6700,BISCAYNE BD,# 4200,S,1,25.814743,-80.189044
5525,6701,BISCAYNE BD,NE 39 ST,S,1,25.813077,-80.189293
5526,38,BISCAYNE BD,NE 36 ST,S,1,25.811274,-80.189528
5527,593,,,,0,25.810634,-80.189444
5528,6702,BISCAYNE BD,NE 35 ST,S,0,25.809577,-80.189609
5529,6703,BISCAYNE BD,NE 34 ST,S,1,25.80831,-80.189613
5530,6704,BISCAYNE BD,NE 32 ST,S,0,25.806632,-80.18956
5531,6705,BISCAYNE BD,NE 30 ST,S,1,25.805021,-80.189491
5532,6706,BISCAYNE BD,NE 28 ST,S,0,25.803738,-80.189462
5533,6707,BISCAYNE BD,NE 26 ST,S,1,25.80208,-80.18929
5534,6708,BISCAYNE BD,NE 23 ST,S,1,25.799375,-80.189209
5535,6709,BISCAYNE BD,NE 22 ST,S,1,25.79791,-80.189157
5536,6710,BISCAYNE BD,NE 20 TE,S,0,25.795981,-80.189149
5537,6711,BISCAYNE BD,NE 18 ST,S,1,25.793892,-80.189095
5538,6712,BISCAYNE BD,NE 17 TE,S,0,25.792633,-80.189073
5539,6713,BISCAYNE BD,NE 14 ST,S,0,25.788593,-80.189257
5540,6714,BISCAYNE BD,NE 11 ST,S,1,25.78453,-80.189768
5541,6715,BISCAYNE BD,NE 9 ST,S,1,25.782701,-80.189706
5542,6716,BISCAYNE BD,NE 6 ST,S,1,25.779876,-80.189216
5543,6717,BISCAYNE BD,NE 6 ST,N,1,25.780748,-80.18914
5544,6718,BISCAYNE BD,NE 9 ST,N,1,25.782798,-80.189436
5545,6719,BISCAYNE BD,NE 15 ST,N,0,25.790015,-80.188948
5546,42,BISCAYNE BD,NE 15 ST,N,2,25.789263,-80.188995
5547,6720,BISCAYNE BD,NE 18 ST,N,0,25.793827,-80.188881
5548,6721,BISCAYNE BD,NE 20 ST,N,1,25.795262,-80.188918
5549,6722,BISCAYNE BD,NE 21 ST,N,1,25.797303,-80.188951
5550,6723,BISCAYNE BD,NE 23 ST,N,1,25.799462,-80.189009
5551,6724,BISCAYNE BD,NE 25 ST,N,1,25.801151,-80.18906
5552,6725,BISCAYNE BD,NE 29 ST,N,2,25.804082,-80.189206
5553,6726,BISCAYNE BD,NE 30 ST,N,1,25.805669,-80.189275
5554,6727,BISCAYNE BD,NE 32 ST,N,0,25.80728,-80.189324
5555,6728,BISCAYNE BD,NE 35 ST,N,1,25.809157,-80.189367
5556,43,BISCAYNE BLVD,I 195,N,1,25.811461,-80.189342
5557,6729,BISCAYNE BD,NE 39 ST,N,2,25.813923,-80.188973
5558,6730,BISCAYNE BD,OP # 4301,NE,0,25.816137,-80.188272
5559,6731,BISCAYNE BD,# 4501,N,1,25.81784,-80.187862
5560,6732,BISCAYNE BD,OP # 4770,N,1,25.818965,-80.187628
5561,6733,BISCAYNE BD,NE 50 TE,N,0,25.821689,-80.187209
5562,6734,BISCAYNE BD,NE 52 ST,N,1,25.82351,-80.186791
5563,6735,BISCAYNE BD,NE 55 TE,N,1,25.826547,-80.186827
5564,6736,BISCAYNE BD,NE 56 ST,NE,0,25.827895,-80.186332
5565,6737,BISCAYNE BD,NE 58 ST,N,0,25.829019,-80.185622
5566,6738,BISCAYNE BD,NE 60 ST,NE,1,25.831438,-80.184111
5567,6739,BISCAYNE BD,NE 62 ST,N,1,25.833702,-80.183982
5568,6740,BISCAYNE BD,NE 64 ST,N,1,25.835404,-80.184032
5569,6741,BISCAYNE BD,NE 66 ST,N,1,25.836775,-80.184058
5570,6742,BISCAYNE BD,NE 68 ST,N,0,25.838222,-80.184163
5571,6743,BISCAYNE BD,NE 70 ST,N,0,25.839468,-80.184209
5572,6744,BISCAYNE BD,NE 72 TE,N,1,25.841973,-80.184316
5573,6745,BISCAYNE BD,NE 75 ST,N,2,25.844337,-80.184406
5574,6746,BISCAYNE BD,NE 77 ST,NW,0,25.846279,-80.18448
5575,44,BISCAYNE BD,NE 79 ST,N,2,25.84815,-80.184514
5576,6747,BISCAYNE BD,NE 82 ST,N,1,25.849839,-80.184595
5577,6748,BISCAYNE BD,NE 83 ST,N,1,25.851278,-80.18467
5578,6749,BISCAYNE BD,NE 85 ST,N,0,25.853768,-80.184741
5579,1231,NE 5 AV,NE 81 ST,N,0,25.848679,-80.186358
5580,6750,NE 4 CT,NE 54 ST,N,0,25.825864,-80.187233
5581,1298,NE 4 CT,OP # 5582,N,0,25.828055,-80.186968
5582,18,NE 2 AV,NE 84 ST,S,1,25.852506,-80.193067
5583,6751,NE 2 AV,NE 82 ST,S,0,25.849636,-80.192959
5584,89,NE 2 AV,NE 79 ST,S,1,25.847193,-80.19288
5585,6752,NE 2 AV,NE 77 ST,S,1,25.845725,-80.192821
5586,6753,NE 2 AV,NE 75 ST,S,1,25.843987,-80.192755
5587,6754,NE 2 AV,NE 73 ST,S,1,25.842231,-80.19266
5588,6755,NE 2 AV,NE 71 ST,S,0,25.839935,-80.192581
5589,6756,NE 2 AV,NE 69 ST,S,1,25.838848,-80.192562
5590,6757,NE 2 AV,NE 68 ST,S,1,25.837076,-80.19245
5591,6758,NE 2 AV,NE 65 ST,S,1,25.835351,-80.19239
5592,1225,NE 2 AV,NE 63 TE,S,0,25.834296,-80.192342
5593,9988,NE 2 AV,NE 62 ST,S,0,25.832925,-80.192328
5594,6759,NE 2 AV,NE 62 ST,S,1,25.832331,-80.192291
5595,6760,NE 2 AV,NE 59 ST,S,1,25.829509,-80.192138
5596,6761,NE 2 AV,NE 57 ST,S,1,25.828099,-80.192069
5597,6762,NE 2 AV,NE 55 TE,S,0,25.826373,-80.19202
5598,6763,NE 2 AV,NE 54 ST,S,0,25.82557,-80.191987
5599,6764,NE 2 AV,NE 53 ST,S,1,25.823875,-80.191931
5600,6765,NE 2 AV,NE 50 TE,S,1,25.821761,-80.191815
5601,6766,NE 2 AV,NE 49 ST,S,1,25.820157,-80.191746
5602,6767,NE 2 AV,NE 47 ST,S,0,25.818406,-80.191678
5603,6768,NE 2 AV,NE 45 ST,S,1,25.816872,-80.191618
5604,6769,NE 2 AV,NE 42 ST,S,1,25.815174,-80.191544
5605,6770,NE 2 AV,NE 39 ST,S,1,25.812909,-80.191462
5606,90,NE 2 AV,NE 37 ST,S,1,25.811225,-80.191414
5607,6771,NE 2 AV,NE 35 ST,S,2,25.809441,-80.191193
5608,6772,NE 2 AV,NE 33 ST,S,1,25.807234,-80.191262
5609,6773,NE 2 AV,NE 31 ST,S,0,25.806223,-80.191221
5610,6774,NE 2 AV,NE 29 ST,S,0,25.804445,-80.191184
5611,6775,NE 2 AV,NE 27 ST,S,0,25.802793,-80.191114
5612,6317,NW 37 AV,NW 203 ST,S,0,25.958704,-80.262239
5613,6318,NW 37 AV,NW 199 ST,S,1,25.955047,-80.262135
5614,6319,NW 37 AV,NW 196 LA,S,0,25.951991,-80.261998
5615,6320,NW 37 AV,NW 194 ST,S,0,25.950016,-80.261909
5616,6321,NW 37 AV,NW 191 ST,S,0,25.947212,-80.261787
5617,6322,NW 37 AV,NW 188 ST,S,1,25.945118,-80.261694
5618,6323,NW 37 AV,NW 187 ST,S,0,25.943821,-80.261631
5619,6324,NW 37 AV,# 18450,S,1,25.941842,-80.261538
5620,6325,NW 37 AV,NW 169 TE,S,1,25.928334,-80.260885
5621,6326,NW 37 AV,NW 167 ST,S,2,25.92676,-80.260789
5622,6327,NW 37 AV,NW 165 ST,S,0,25.924558,-80.260692
5623,6328,NW 37 AV,NW 163 ST,S,1,25.921944,-80.260579
5624,6329,NW 39 AV,# 21010,NW,0,25.966623,-80.26766
5625,6330,NW 39 AV,OP # 21001,SE,0,25.966599,-80.267983
5626,6331,NW 41 AV,NW 159 ST,N,0,25.918593,-80.267487
5627,1037,NW 42 AV,NW 157 ST,N,0,25.917584,-80.268244
5628,6332,NW 42 AV,NW 159 ST,N,0,25.91916,-80.268314
5629,6333,NW 42 AV,NW 163 ST,N,0,25.921572,-80.268428
5630,6334,NW 42 AV,NW 166 ST,N,0,25.924439,-80.268554
5631,6335,NW 42 AV,NW 191 ST,N,0,25.947647,-80.269707
5632,6336,NW 42 AV,NW 193 ST,N,0,25.949289,-80.269789
5633,6337,NW 42 AV,NW 196 ST,N,0,25.952194,-80.269924
5634,6338,NW 42 AV,NW 199 ST,N,0,25.954247,-80.269883
5635,6339,NW 42 AV,NW 200 ST,N,0,25.955554,-80.270031
5636,6340,NW 42 AV,NW 165 ST,S,0,25.923809,-80.268676
5637,6341,NW 42 AV,NW 163 ST,S,0,25.921942,-80.26859
5638,6342,NW 42 AV,NW 159 ST,S,0,25.919123,-80.268463
5639,6343,NW 42 AV,NW 157 ST,S,2,25.917609,-80.268411
5640,6344,NW 43 AV,NW 201 ST,N,0,25.956282,-80.271914
5641,6351,NW 46 AV,NW 206 TE,N,0,25.961107,-80.277472
5642,243,NW 47 AV,NW 168 TE,N,1,25.926332,-80.276648
5643,6352,NW 47 AV,NW 170 ST,N,0,25.927937,-80.276722
5644,6353,NW 47 AV,NW 173 DR,N,0,25.931374,-80.276914
5645,6354,NW 47 AV,NW 178 ST,N,0,25.934469,-80.277058
5646,6355,NW 47 AV,NW 178 TE,N,0,25.935357,-80.277113
5647,6356,NW 47 AV,NW 179 TE,N,0,25.936757,-80.277161
5648,6357,NW 47 AV,NW 181 TE,N,0,25.938584,-80.27729
5649,244,NW 47 AV,NW 183 ST,N,0,25.940252,-80.277403
5650,6358,NW 47 AV,NW 185 ST,N,0,25.942614,-80.277538
5651,6359,NW 47 AV,NW 188 ST,N,0,25.944515,-80.277621
5652,6360,NW 47 AV,NW 191 ST,N,0,25.946817,-80.277729
5653,6363,NW 57 AV,NW 159 ST,N,1,25.918169,-80.292778
5654,6364,NW 57 AV,NW 161 ST,N,1,25.919197,-80.292826
5655,6365,NW 57 AV,NW 163 ST,N,1,25.92053,-80.292885
5656,6366,NW 57 AV,NW 163 ST,N,1,25.92204,-80.292957
5657,6374,NW 151 ST,NW 33 CT,W,0,25.911517,-80.254776
5658,6377,NW 159 ST,NW 39 PL,E,0,25.918771,-80.265956
5659,6378,NW 159 ST,NW 38 PL,E,0,25.918834,-80.263977
5660,6379,NW 159 ST,NW 37 PL,E,0,25.91889,-80.26212
5661,6380,NW 159 ST,NW 37 AV,E,0,25.91895,-80.260561
5662,6382,NW 159 ST,NW 37 PL,W,0,25.919003,-80.261791
5663,6383,NW 159 ST,NW 38 PL,W,0,25.918933,-80.26366
5664,6384,NW 159 ST,NW 39 PL,W,0,25.918856,-80.265691
5665,1042,NW 159 ST,NW 41 AV,W,0,25.918807,-80.267369
5666,6386,NW 160 ST,NW 18 AV,W,0,25.920705,-80.230228
5667,6387,NW 160 ST,NW 18 PL,W,0,25.920646,-80.232214
5668,6388,NW 160 ST,# 2501,W,0,25.920355,-80.241711
5669,6389,NW 160 ST,NW 26 AV,W,0,25.920304,-80.243165
5670,6390,NW 160 ST,NW 26 AV,E,0,25.920167,-80.243079
5671,6391,NW 160 ST,# 2450,E,1,25.920215,-80.241403
5672,6392,NW 160 ST,NW 18 PL,E,1,25.920535,-80.231746
5673,6393,NW 160 ST,NW 18 AV,E,1,25.920585,-80.230125
5674,6394,NW 160 ST,NW 17 AV,E,0,25.920642,-80.228404
5675,1036,NW 167 ST,NW 47 AV,E,1,25.924839,-80.275967
5676,6401,NW 167 ST,NW 44 CT,E,1,25.924907,-80.273504
5677,6402,NW 167 ST,NW 42 AV,E,1,25.925075,-80.269058
5678,6403,NW 167 ST,# 2320,E,0,25.926204,-80.239294
5679,6404,NW 167 ST,NW 19 ST,E,0,25.926406,-80.233131
5680,6405,NW 167 ST,NW 16 CT,E,1,25.926586,-80.227672
5681,6406,NW 167 ST,NW 15 AV,E,1,25.926682,-80.224749
5682,6407,NW 167 ST,NW 13 AV,E,0,25.926779,-80.222604
5683,6408,NW 167 ST,NW 13 AV,E,1,25.926859,-80.221084
5684,6409,NW 167 ST,NW 12 AV,W,0,25.927537,-80.222894
5685,6410,NW 167 ST,# 1395,W,0,25.927479,-80.224314
5686,6411,NW 167 ST,# 1515,W,0,25.927411,-80.225846
5687,9481,NW 167 ST,NW 17 AV,W,0,25.927269,-80.228854
5688,6412,NW 167 ST,NW 19 AV,W,0,25.92718,-80.232404
5689,6413,NW 167 ST,NW 24 AV,W,0,25.926921,-80.240256
5690,6414,NW 167 ST,NW 42 AV,W,0,25.925858,-80.269702
5691,6415,NW 167 ST,NW 43 AV,W,0,25.925778,-80.271322
5692,6416,NW 167 ST,NW 44 AV,W,0,25.925726,-80.27314
5693,242,NW 171 ST,NW 32 AV,W,0,25.929781,-80.25324
5694,6417,NW 171 ST,NW 33 CT,W,0,25.929683,-80.256211
5695,6418,NW 171 ST,NW 35 AV,W,0,25.929566,-80.258935
5696,6419,NW 171 ST,NW 37 AV,W,0,25.929512,-80.260461
5697,6420,NW 171 ST,NW 37 AV,E,0,25.929397,-80.260422
5698,6421,NW 171 ST,NW 35 AV,E,0,25.929471,-80.258781
5699,6422,NW 171 ST,NW 33 CT,E,1,25.929537,-80.256511
5700,233,NW 171 ST,NW 32 AV,E,0,25.929696,-80.253008
5701,6423,NW 173 DR,NW 46 AV,E,0,25.930998,-80.275759
5702,6424,NW 173 DR,# 4420,E,0,25.931152,-80.273459
5703,6425,NW 173 DR,NW 43 RD,E,0,25.931914,-80.271862
5704,6426,NW 173 DR,NW 42 CT,E,0,25.932692,-80.269831
5705,6427,NW 173 DR,NW 42 CT,W,0,25.932796,-80.269903
5706,6428,NW 173 DR,NW 43 RD,SW,1,25.932153,-80.271642
5707,6429,NW 173 DR,# 4451,W,0,25.931163,-80.274246
5708,6430,NW 173 DR,NW 46 AV,W,1,25.931091,-80.275888
5709,6431,NW 175 ST,NW 41 AV,E,0,25.932728,-80.268329
5710,6432,NW 175 ST,NW 39 AV,E,0,25.932853,-80.265204
5711,6433,NW 175 ST,NW 37 PL,E,0,25.932954,-80.262425
5712,6434,NW 175 ST,NW 37 AV,E,0,25.932981,-80.261279
5713,6435,NW 175 ST,NW 35 AV,E,0,25.933084,-80.259347
5714,6436,NW 175 ST,NW 33 CT,E,0,25.933192,-80.256715
5715,6437,NW 175 ST,NW 32 AV,E,0,25.933325,-80.253141
5716,6438,NW 175 ST,NW 29 PL,E,0,25.933449,-80.249875
5717,6439,NW 175 ST,# 2820,E,0,25.933542,-80.247517
5718,6440,NW 175 ST,NW 27 CT,E,0,25.933596,-80.24555
5719,1323,NW 175 ST,NW 27 AV,E,1,25.933653,-80.244201
5720,6441,NW 175 ST,NW 25 AV,E,0,25.933719,-80.242671
5721,6442,NW 175 ST,NW 24 AV,E,0,25.933789,-80.241146
5722,6443,NW 175 ST,NW 23 AV,E,0,25.933836,-80.239897
5723,6444,NW 175 ST,NW 22 AV,E,1,25.933928,-80.236524
5724,6445,NW 175 ST,NW 20 AV,E,0,25.934027,-80.234395
5725,6446,NW 175 ST,NW 18 AV,E,0,25.934122,-80.231056
5726,6447,NW 175 ST,NW 17 AV,E,0,25.934186,-80.229073
5727,6448,NW 175 ST,NW 15 AV,E,0,25.934277,-80.226867
5728,6449,NW 175 ST,NW 14 AV,E,1,25.934358,-80.225028
5729,6450,NW 175 ST,NW 13 AV,E,0,25.934431,-80.223178
5730,6451,NW 175 ST,NW 13 AV,W,0,25.934498,-80.22316
5731,6452,NW 175 ST,NW 14 AV,W,1,25.934442,-80.224679
5732,6453,NW 175 ST,NW 15 AV,W,0,25.934374,-80.226675
5733,6454,NW 175 ST,NW 17 AV,W,0,25.934296,-80.228718
5734,6455,NW 175 ST,NW 18 AV,W,0,25.934223,-80.230561
5735,6456,NW 175 ST,NW 19 AV,W,1,25.934119,-80.234282
5736,6457,NW 175 ST,NW 22 AV,W,0,25.934087,-80.236669
5737,6458,NW 175 ST,NW 23 AV,W,1,25.933942,-80.2393
5738,6459,NW 175 ST,NW 25 AV,W,0,25.933799,-80.242781
5739,1322,NW 175 ST,NW 27 AV,W,0,25.933749,-80.244561
5740,6460,NW 175 ST,NW 27 AV,W,0,25.933719,-80.245515
5741,6461,NW 175 ST,NW 29 CT,W,0,25.933591,-80.248431
5742,6462,NW 175 ST,NW 29 PL,W,0,25.933533,-80.249875
5743,6463,NW 175 ST,NW 32 AV,W,0,25.933421,-80.252765
5744,25,NW 2 AV,NW 35 ST,N,0,25.809888,-80.199301
5745,6961,NW 2 AV,NW 37 ST,N,0,25.81124,-80.19935
5746,6962,NW 2 AV,NW 39 ST,N,0,25.812723,-80.19942
5747,6963,NW 2 AV,NW 41 ST,N,0,25.814237,-80.199482
5748,6964,NW 2 AV,NW 44 ST,N,0,25.815788,-80.199535
5749,6965,NW 2 AV,NW 46 ST,N,1,25.817633,-80.199613
5750,6966,NW 2 AV,NW 47 TE,N,1,25.819447,-80.199684
5751,6967,NW 2 AV,NW 49 ST,N,0,25.820913,-80.19972
5752,6968,NW 2 AV,NW 51 ST,N,0,25.822208,-80.199798
5753,6969,NW 2 AV,NW 52 ST,N,1,25.823475,-80.199848
5754,6970,NW 2 AV,NW 54 ST,N,0,25.825006,-80.199917
5755,6971,NW 2 AV,NW 56 ST,N,0,25.827182,-80.200019
5756,6972,NW 2 AV,NW 58 ST,N,1,25.828854,-80.200088
5757,6973,NW 2 AV,NW 60 ST,N,0,25.830953,-80.200169
5758,6974,NW 2 AV,NW 64 ST,N,0,25.834624,-80.200365
5759,6975,NW 2 AV,NW 67 ST,N,0,25.836533,-80.200458
5760,6976,NW 2 AV,NW 69 ST,N,0,25.838606,-80.200556
5761,6977,NW 2 AV,NW 71 ST,N,1,25.839765,-80.200604
5762,6978,NW 2 AV,NW 72 ST,N,0,25.841274,-80.200675
5763,6979,NW 2 AV,NW 75 ST,N,0,25.843466,-80.200731
5764,6980,NW 2 AV,NW 77 ST,N,0,25.845247,-80.200801
5765,26,NW 2 AV,NW 79 ST,N,1,25.846698,-80.20087
5766,6981,NW 3 AV,NW 20 ST,S,0,25.794861,-80.200395
5767,6982,NW 3 AV,NW 19 ST,S,0,25.793334,-80.200369
5768,6983,NW 3 AV,NW 17 ST,S,0,25.791399,-80.200074
5769,6984,NW 3 AV,NW 15 ST,S,1,25.789696,-80.200045
5770,6985,NW 3 AV,NW 14 ST,S,0,25.787764,-80.199963
5771,6986,NW 3 AV,NW 13 ST,S,0,25.786489,-80.199899
5772,6987,NW 3 AV,NW 11 ST,S,0,25.784846,-80.199845
5773,6988,SW 3 AV,SW 18 RD,SW,1,25.760558,-80.200945
5774,10333,NW 3 AV,NW 10 ST,S,0,25.783745,-80.199809
5775,6989,SW 3 AV,SW 19 RD,SW,1,25.75944,-80.202543
5776,6990,SW 3 AV,SW 21 RD,SW,1,25.758189,-80.204374
5777,6991,SW 3 AV,SW 23 RD,SW,1,25.757165,-80.205861
5778,6992,SW 3 AV,SW 25 RD,SW,0,25.75597,-80.207566
5779,6993,SW 3 AV,SW 26 RD,SW,1,25.755385,-80.208427
5780,6994,SW 3 AV,SW 27 RD,SW,0,25.754624,-80.209531
5781,6995,SW 3 AV,SW 29 RD,SW,1,25.753582,-80.21106
5782,6996,SW 3 AV,SW 31 RD,SW,0,25.752356,-80.212832
5783,6997,SW 3 AV,SW 30 RD,NE,2,25.753015,-80.211377
5784,6998,SW 3 AV,SW 28 RD,NE,1,25.754234,-80.209651
5785,6999,SW 3 AV,SW 26 RD,NE,1,25.755158,-80.208298
5786,7000,SW 3 AV,SW 24 RD,NE,1,25.756697,-80.206052
5787,7001,SW 3 AV,SW 22 RD,NE,1,25.7575,-80.204885
5788,7002,SW 3 AV,SW 20 RD,NE,1,25.758867,-80.202867
5789,7003,SW 3 AV,SW 18 RD,NE,1,25.760049,-80.20116
5790,7004,SW 3 AV,SW 15 RD,NE,0,25.761226,-80.199446
5791,7005,SW 3 AV,SW 11 ST,N,0,25.763187,-80.198848
5792,10334,NW 3 AV,NW 10 ST,N,0,25.783434,-80.199643
5793,7006,NW 3 AV,NW 11 ST,N,0,25.784663,-80.199698
5794,7007,NW 3 AV,NW 13 ST,N,1,25.786723,-80.199795
5795,7008,NW 3 AV,NW 14 ST,N,0,25.787942,-80.19985
5796,7009,NW 3 AV,NW 15 ST,N,0,25.789862,-80.199911
5797,7010,NW 3 AV,NW 17 ST,N,1,25.791895,-80.199984
5798,7011,NW 3 AV,NW 19 ST,N,0,25.793419,-80.200246
5799,10336,NW 4 CT,NW 19 TE,N,0,25.794001,-80.202377
5800,7012,NW 5 AV,NW 10 ST,S,1,25.783263,-80.203125
5801,7013,NW 5 AV,NW 8 ST,S,0,25.781734,-80.203056
5802,7014,NW 5 AV,NW 7 ST,S,0,25.780282,-80.203008
5803,7015,NW 5 AVE,NW 5 ST,S,0,25.778949,-80.202961
5804,7016,NW 5 AV,NW 7 ST,N,1,25.780899,-80.202926
5805,7017,NW 5 AV,NW 9 ST,N,0,25.782231,-80.202956
5806,7018,NW 5 AV,NW 10 ST,N,1,25.782924,-80.202979
5807,10335,NW 5 AV,NW 17 ST,N,0,25.792023,-80.203137
5808,9594,NW 6 AV,NW 63 ST,S,0,25.832746,-80.207049
5809,511,NW 7 AV,NW 79 ST,S,1,25.846572,-80.209217
5810,7019,NW 7 AV,NW 77 ST,S,0,25.844666,-80.209143
5811,7020,NW 7 AV,NW 75 ST,S,1,25.843171,-80.209086
5812,7021,NW 7 AV,NW 73 ST,S,1,25.841731,-80.209026
5813,7022,NW 7 AV,NW 71 ST,S,1,25.839826,-80.208951
5814,7023,NW 7 AV,NW 69 ST,S,0,25.837583,-80.208842
5815,7024,NW 7 AV,NW 66 ST,S,0,25.835398,-80.208742
5816,7025,NW 7 AV,NW 64 ST,S,0,25.833999,-80.208666
5817,432,NW 7 AV,NW 62 ST,S,2,25.832614,-80.208598
5818,7026,NW 7 AV,NW 60 ST,S,1,25.83022,-80.208496
5819,7027,NW 7 AV,NW 58 ST,S,0,25.829026,-80.208437
5820,7028,NW 7 AV,NW 55 TE,S,1,25.826131,-80.208297
5821,7029,NW 7 AV,NW 54 ST,S,0,25.824433,-80.208228
5822,7030,NW 7 AV,NW 52 ST,S,1,25.822967,-80.208175
5823,7031,NW 7 AV,NW 50 ST,S,1,25.820999,-80.208091
5824,7032,NW 7 AV,NW 48 ST,S,1,25.819529,-80.208037
5825,7033,NW 7 AV,NW 47 ST,S,1,25.818428,-80.20799
5826,7034,NW 7 AV,NW 44 ST,S,1,25.816229,-80.207897
5827,512,NW 7 AV,NW 35 ST,S,1,25.809401,-80.207594
5828,7035,NW 7 AV,NW 34 ST,S,0,25.807914,-80.207543
5829,7036,NW 7 AV,NW 32 ST,S,0,25.806205,-80.207474
5830,7037,NW 7 AV,NW 29 ST,S,1,25.803783,-80.207391
5831,7038,NW 7 AV,NW 28 ST,S,0,25.802384,-80.207339
5832,7039,NW 7 AV,NW 25 ST,S,0,25.800979,-80.207295
5833,7040,NW 7 AV,NW 24 ST,S,0,25.799621,-80.207252
5834,7041,NW 7 AV,NW 23 ST,S,0,25.798589,-80.207218
5835,7042,NW 7 AV,NW 21 TE,S,1,25.796813,-80.20715
5836,7043,NW 7 AV,NW 20 ST,S,0,25.795025,-80.207101
5837,7044,NW 7 AV,NW 18 TE,S,1,25.792958,-80.207053
5838,7045,NW 7 AV,NW 17 ST,S,0,25.791279,-80.207035
5839,7046,NW 7 AV,NW 15 ST,S,0,25.789586,-80.207006
5840,7047,NW 7 AV,NW 14 ST,S,0,25.787471,-80.206985
5841,7048,NW 7 AV,NW 13 ST,S,0,25.786418,-80.20695
5842,513,NW 7 AV,NW 11 ST,S,0,25.784487,-80.206888
5843,7049,NW 7 AV,NW 9 ST,S,0,25.782211,-80.206816
5844,7050,NW 7 AV,NW 8 ST RD,S,0,25.781101,-80.206781
5845,7051,NW 7 AV,NW 6 ST,S,1,25.779682,-80.206735
5846,7052,NW 7 AV,NW 7 ST,N,1,25.780357,-80.206582
5847,7053,NW 7 AV,NW 8 ST RD,N,1,25.781743,-80.206626
5848,7054,NW 7 AV,NW 10 ST,N,1,25.783609,-80.206695
5849,516,NW 7 AV,NW 11 ST,N,1,25.784596,-80.206697
5850,7055,NW 7 AV,NW 13 ST,N,0,25.786846,-80.206801
5851,7056,NW 7 AV,NW 14 ST,N,0,25.788075,-80.206834
5852,7057,NW 7 AV,NW 15 ST,N,1,25.789984,-80.206868
5853,7058,NW 7 AV,NW 17 ST,N,0,25.791401,-80.206871
5854,7059,NW 7 AV,NW 18 TE,N,0,25.792898,-80.206888
5855,7060,NW 7 AV,NW 2O ST,N,1,25.794746,-80.206908
5856,7061,NW 7 AV,NW 21 TE,N,1,25.797477,-80.207004
5857,7062,NW 7 AV,NW 22 ST,N,0,25.798568,-80.207044
5858,7063,NW 7 AV,NW 24 ST,N,1,25.800195,-80.20708
5859,7064,NW 7 AV,NW 27 ST,N,1,25.801673,-80.207147
5860,7065,NW 7 AV,NW 29 ST,N,1,25.803409,-80.207207
5861,7066,NW 7 AV,NW 31 ST,N,1,25.805579,-80.20728
5862,7067,NW 7 AV,NW 32 ST,N,1,25.806668,-80.207325
5863,7068,NW 7 AV,NW 34 ST,N,0,25.808631,-80.207387
5864,517,NW 7 AV,NW 36 ST,N,0,25.809736,-80.20744
5865,7069,NW 7 AV,NW 44 ST,N,1,25.816306,-80.207712
5866,7070,NW 7 AV,NW 46 ST,N,1,25.817359,-80.20775
5867,7071,NW 7 AV,NW 47 TE,N,1,25.818881,-80.207815
5868,7072,NW 7 AV,NW 49 ST,N,1,25.82035,-80.20787
5869,7073,NW 7 AV,NW 51 ST,N,1,25.822007,-80.207932
5870,7074,NW 7 AV,NW 53 ST,N,1,25.823894,-80.208001
5871,7075,NW 7 AV,NW 54 ST,N,0,25.825254,-80.20806
5872,7076,NW 7 AV,NW 56 ST,N,1,25.826666,-80.208131
5873,7077,NW 7 AV,NW 58 ST,N,0,25.829078,-80.20824
5874,7078,NW 7 AV,NW 60 ST,N,2,25.830344,-80.208296
5875,7187,HALISSE ST,SOUTH BAYSHORE DR,S,0,25.741524,-80.218164
5876,7188,E GLENCOE,SOUTH BAYSHORE DR,S,0,25.740235,-80.217057
5877,120,AT MERCY HOSPITAL,MERCY WY EXIT,NE,0,25.740515,-80.214417
5878,7189,MERCY WY,S MIAMI AV,NW,0,25.742418,-80.215831
5879,7190,SW 13 AV,SW 22 ST,N,0,25.750719,-80.216084
5880,7191,NW 14 AV,NW 67 ST,S,1,25.835422,-80.221003
5881,7192,NW 14 AV,NW 63 ST,S,0,25.833775,-80.220993
5882,7193,NW 14 AV,NW 62 ST,S,0,25.832149,-80.220814
5883,7194,NW 14 AV,NW 19 ST,S,1,25.792446,-80.219233
5884,7195,NW 14 AV,NW 16 ST,S,1,25.790452,-80.219196
5885,7196,NW 14 AV,NW 15 STRD,S,1,25.789117,-80.219168
5886,7197,NW 14th AVENUE,NW 14th STREET,N,0,25.787923,-80.218836
5887,7198,NW 14 AV,NW 15 ST,N,0,25.789208,-80.218943
5888,7199,NW 14 AV,NW 16 ST,N,1,25.790466,-80.218985
5889,7200,NW 14 AV,NW 19 ST,N,0,25.792849,-80.219023
5890,7201,NW 14 AV,NW 62 ST,N,0,25.832723,-80.220705
5891,7202,NW 14 AV,NW 65 ST,N,0,25.834104,-80.220765
5892,7203,NW 14 AV,NW 67 ST,N,1,25.835342,-80.220852
5893,7204,NW 16 AV,W FLAGLER ST,S,0,25.773787,-80.221423
5894,7205,NW 17 AV,NW 69 ST,S,0,25.837358,-80.225255
5895,7206,NW 17 AV,NW 66 ST,S,0,25.835221,-80.225147
