objectid,stopid,main_street,cross_street,direction,benches,lat,lon
3378,4596,SW 40 ST,SW 58 CT,W,1,25.734047,-80.289945
3379,4597,SW 40 ST,SW 60 AV,W,1,25.733986,-80.291253
3380,4598,SW 40 ST,SW 62 AV,W,1,25.73388,-80.294332
3381,4599,SW 40 ST,SW 63 AV,W,0,25.733778,-80.296965
3382,4600,SW 40 ST,SW 64 AV,W,1,25.73371,-80.298946
3383,4601,SW 40 ST,SW 65 AV,W,0,25.73363,-80.300606
3384,337,SW 40 ST,SW 67 AV,W,1,25.733554,-80.30267
3385,4602,SW 40 ST,SW 68 AV,W,1,25.733504,-80.304686
3386,4603,SW 40 ST,SW 69 AV,W,2,25.733445,-80.307157
3387,4604,SW 40 ST,SW 72 AV,W,1,25.733353,-80.3104
3388,4605,SW 40 ST,SW 73 CT,W,0,25.733245,-80.31334
3389,4606,SW 40 ST,SW 75 AV,W,2,25.73318,-80.315901
3390,4607,SW 40 ST,SW 7800 BLOCK,W,1,25.733201,-80.320518
3391,4608,SW 40 ST,SW 79 AV,W,1,25.733326,-80.323129
3392,4609,SW 40 ST,#7995,W,0,25.733408,-80.325574
3393,4610,SW 40 ST,SW 82 AV,W,1,25.733419,-80.327783
3394,4611,SW 40 ST,SW 83 AV,W,0,25.733378,-80.329433
3395,4612,SW 40 ST,SW 84 AV,W,0,25.733326,-80.331476
3396,338,SW 40 ST,SW 87 AV,W,2,25.733225,-80.335175
3397,331,SW 40 ST,SW 87 AV,E,1,25.732969,-80.33497
3398,4613,SW 40 ST,SW 84 AV,E,1,25.733061,-80.331486
3399,4614,SW 40 ST,SW 83 AV,E,1,25.733089,-80.329966
3400,4615,SW 40 ST,SW 82 AV,E,1,25.733115,-80.326595
3401,4616,SW 40 ST,SW 79 AV,E,1,25.732902,-80.32311
3402,4617,SW 40 ST,SW 7800 BLOCK,E,1,25.732887,-80.320482
3403,4618,SW 40 ST,SW 74 CT,E,1,25.732898,-80.315792
3404,4619,SW 40 ST,SW 73 CT,E,0,25.732947,-80.31378
3405,4620,SW 40 ST,SW 73 AV,E,0,25.733031,-80.312001
3406,4621,SW 40 ST,SW 71 AV,E,1,25.733107,-80.308556
3407,4622,SW 40 ST,SW 69 AV,E,0,25.733171,-80.306765
3408,4623,SW 40 ST,SW 68 AV,E,1,25.733204,-80.305176
3409,332,SW 40 ST,SW 67 AV,E,1,25.733275,-80.303252
3410,4624,SW 40 ST,SW 65 AV,E,2,25.733339,-80.300986
3411,4625,SW 40 ST,SW 61 AV,E,0,25.733626,-80.293551
3412,4626,SW 40 ST,SW 60 CT,E,2,25.733709,-80.291985
3413,4627,SW 56 ST,SW 58 AV,W,0,25.718932,-80.287773
3414,4628,SW 56 ST,SW 62 AV,W,0,25.718682,-80.293926
3415,4629,SW 56 ST,SW 63 CT,W,0,25.718571,-80.297463
3416,4630,SW 56 ST,SW 68 AV,W,0,25.718338,-80.304877
3417,4631,SW 56 ST,SW 69 CT,W,0,25.71826,-80.307818
3418,4632,SW 56 ST,SW 72 AV,W,0,25.718158,-80.310149
3419,4633,SW 56 ST,SW 74 AV,W,0,25.718014,-80.314707
3420,4634,SW 56 ST,SW 77 CT,W,1,25.717762,-80.320323
3421,4635,SW 56 ST,OP #7984,W,0,25.717625,-80.322673
3422,4636,SW 56 ST,SW 82 AV,W,1,25.717413,-80.326168
3423,4637,SW 56 ST,APPROX # 8255,W,0,25.717297,-80.327993
3424,4638,SW 56 ST,SW 84 AV,W,0,25.717135,-80.33076
3425,4639,SW 56 ST,SW 87 AV,W,1,25.716851,-80.334745
3426,4640,SW 56 ST,SW 84 AV,E,0,25.716899,-80.330942
3427,4641,SW 56 ST,SW 82 AV,E,1,25.717215,-80.326144
3428,4642,SW 56 ST,SW 82 AV RD,E,0,25.71736,-80.323019
3429,4643,SW 56 ST,SW 77 CT,E,1,25.717522,-80.320828
3430,4644,SW 56 ST,PALMETTO EXPRESSWAY,E,0,25.717592,-80.319448
3431,4645,SW 56 ST,SW 74 AV,E,1,25.717796,-80.314754
3432,4646,SW 56 ST,SW 72 AV,E,1,25.717944,-80.310864
3433,4647,SW 56 ST,SW 69 CT,E,0,25.718072,-80.30723
3434,4648,SW 56 ST,SW 68 AV,E,0,25.718187,-80.304111
3435,4649,SW 56 ST,SW 67 AV,E,1,25.718271,-80.302623
3436,4650,SW 56 ST,SW 58 AV,E,0,25.718819,-80.288256
3437,4651,SW 72 ST,SW 72 AV,W,1,25.703441,-80.310313
3438,4652,SW 72 ST,SW 73 CT,W,1,25.703337,-80.312878
3439,4653,SW 72 ST,SW 75 AV,W,1,25.703217,-80.31589
3440,4654,SW 72 ST,SW 77 PL,W,1,25.70306,-80.319376
3441,4655,SW 72 ST,SW 79 CT,W,1,25.702914,-80.323167
3442,4656,SW 72 ST,SW 82 AV,W,1,25.702772,-80.326167
3443,4657,SW 72 ST,SW 83 PL,W,0,25.702645,-80.329115
3444,4658,SW 72 ST,SW 84 PL,W,1,25.702548,-80.331278
3445,4659,SW 72 ST,SW 86 AV,W,1,25.702487,-80.332912
3446,4660,SW 72 ST,SW 87 AV,E,1,25.702215,-80.332871
3447,4661,SW 72 ST,SW 84 PL,E,1,25.702295,-80.331228
3448,4662,SW 72 ST,SW 83 CT,E,1,25.702414,-80.328876
3449,4663,SW 72 ST,SW 82 AV,E,1,25.702557,-80.32577
3450,4664,SW 72 ST,SW 79 CT,E,1,25.702656,-80.323337
3451,4665,SW 72 ST,SW 77 CT,E,1,25.702812,-80.318916
3452,4666,SW 72 ST,SW 75 AV,E,1,25.702965,-80.315585
3453,4667,SW 72 ST,SW 74 AV,E,2,25.703031,-80.313631
3454,4668,SW 72 ST,SW 72 AV,E,1,25.703258,-80.308998
3455,4669,SW 72 ST,SW 70 AV,E,2,25.703361,-80.306825
3456,10252,SW 72 ST,SW 57 AV,E,0,25.704441,-80.28464
3457,4670,SW 72 ST,SW 54 AV,E,1,25.704519,-80.281937
3458,4671,SW 72 ST,SW 53 AV,E,1,25.704661,-80.279202
3459,4672,SW 72 ST,SW 52 AV,E,1,25.704743,-80.277337
3460,4673,SW 72 ST,MENTONE ST,E,2,25.704847,-80.275089
3461,4806,NW 22 AV,NW 102 ST,S,1,25.867233,-80.234436
3462,4807,NW 22 AV,NW 100 ST,S,1,25.866324,-80.234399
3463,4808,NW 22 AV,NW 99 ST,S,0,25.864285,-80.234338
3464,4809,NW 22 AV,NW 97 ST,S,0,25.862983,-80.234294
3465,4810,NW 22 AV,NW 95 ST,S,0,25.860507,-80.234215
3466,4811,NW 22 AV,NW 93 ST,S,1,25.858365,-80.23415
3467,4812,NW 22 AV,NW 91 ST,S,1,25.857125,-80.2341
3468,4813,NW 22 AV,NW 89 ST,S,0,25.855844,-80.234064
3469,4814,NW 22 AV,NW 87 ST,S,0,25.854348,-80.234025
3470,4815,NW 22 AV,NW 85 ST,S,1,25.85149,-80.233908
3471,4816,NW 22 AV,NW 81 TR,S,1,25.848569,-80.233802
3472,4817,NW 22 AV,NW 80 ST,S,1,25.847357,-80.233756
3473,159,NW 22 AV,NW 79 ST,S,1,25.84591,-80.233704
3474,4818,NW 22 AV,NW 77 TE,S,1,25.844508,-80.233653
3475,4819,NW 22 AV,NW 75 ST,S,0,25.842597,-80.233601
3476,4820,NW 22 AV,NW 73 ST,S,1,25.841379,-80.233537
3477,4821,NW 22 AV,NW 71 ST,S,0,25.839549,-80.233475
3478,4822,NW 22 AV,NW 69 ST,S,0,25.836885,-80.233377
3479,4823,NW 22 AV,NW 66 ST,S,1,25.834504,-80.23328
3480,4824,NW 22 AV,NW 64 ST,S,0,25.833071,-80.233222
3481,4825,NW 22 AV,NW 62 ST,S,1,25.831754,-80.233168
3482,4826,NW 22 AV,NW 59 ST,S,0,25.829046,-80.23306
3483,4827,NW 22 AV,NW 56 ST,S,0,25.826491,-80.232946
3484,4828,NW 22 AV,NW 54 ST,S,0,25.824612,-80.232859
3485,4829,NW 22 AV,NW 52 ST,S,0,25.822449,-80.232776
3486,4830,NW 22 AV,NW 51 ST,S,0,25.820985,-80.232695
3487,4831,NW 22 AV,NW 48 ST,S,1,25.818401,-80.232585
3488,4832,NW 22 AV,NW 46 ST,S,0,25.816436,-80.232501
3489,4833,NW 22 AV,NW 43 ST,S,0,25.814631,-80.232414
3490,4834,NW 22 AV,SR 112,S,0,25.812083,-80.232286
3491,10195,NW 23 AV,NW 55 TER,N,0,25.825425,-80.234675
3492,4835,NW 27 AV,NW 41 ST,N,0,25.812559,-80.240207
3493,4836,NW 27 AV,NW 44 ST,N,0,25.815242,-80.240303
3494,4837,NW 27 AV,NW 46 ST,N,1,25.816739,-80.240363
3495,4838,NW 27 AV,NW 48 ST,N,0,25.81817,-80.240421
3496,4839,NW 27 AV,NW 50 ST,N,0,25.819686,-80.240475
3497,4840,NW 27 AV,NW 54 ST,N,0,25.824441,-80.24065
3498,4841,NW 27 AV,NW 56 ST,N,1,25.825796,-80.240709
3499,4842,NW 27 AV,NW 58 ST,N,0,25.827356,-80.240786
3500,4843,NW 27 AV,NW 59 ST,N,0,25.828329,-80.240829
3501,4844,NW 27 AV,NW 62 ST,N,1,25.830549,-80.240966
3502,4845,NW 27 AV,NW 66 ST,N,0,25.834266,-80.241129
3503,4846,NW 27 AV,NW 68 ST,N,1,25.835843,-80.241199
3504,4847,NW 27 AV,NW 71 ST,N,1,25.838397,-80.241339
3505,4848,NW 27 AV,NW 73 ST,N,0,25.840256,-80.241387
3506,4849,NW 27 AV,NW 75 ST,N,0,25.843151,-80.241489
3507,4850,NW 27 AV,NW 77 ST,N,0,25.844095,-80.241513
3508,128,NW 27 AV,NW 79 TE,N,0,25.846563,-80.241597
3509,4851,NW 27 AV,NW 80 ST,N,0,25.847648,-80.241634
3510,4852,NW 27 AV,NW 83 ST,N,1,25.850117,-80.241729
3511,4853,NW 27 AV,# 8401,N,1,25.851914,-80.241795
3512,4854,NW 27 AV,NW 87 ST,N,1,25.853839,-80.241863
3513,4855,NW 27 AV,NW 91 ST,N,0,25.856936,-80.241972
3514,4856,NW 27 AV,NW 93 ST,N,0,25.858356,-80.242025
3515,4857,NW 27 AV,NW 95 ST,N,1,25.861011,-80.242116
3516,4858,NW 27 AV,NW 97 ST,N,0,25.862793,-80.242158
3517,4859,NW 27 AV,NW 99 ST,N,0,25.8642,-80.242214
3518,4860,NW 27 AV,NW 101 ST,N,0,25.866197,-80.242303
3519,9941,NW 27 AV,NW 103 ST,S,0,25.867933,-80.242636
3520,1130,NW 27 AV,NW 102 ST,S,1,25.868172,-80.242483
3521,4861,NW 27 AV,NW 100 ST,S,1,25.865538,-80.242547
3522,4862,NW 27 AV,NW 98 ST,S,0,25.863513,-80.24249
3523,4863,NW 27 AV,NW 97 ST,S,0,25.862367,-80.24242
3524,4864,NW 27 AV,NW 95 ST,S,1,25.859797,-80.242334
3525,4865,NW 27 AV,NW 93 ST,S,0,25.858177,-80.24228
3526,4674,SW 72 ST,SW 49 AV,E,0,25.704871,-80.273557
3527,4675,SW 72 ST,SW 47 AV,E,1,25.705051,-80.269136
3528,4676,SW 72 ST,CAMARIN ST,E,0,25.70508,-80.267548
3529,4681,KINGS CREEK DR,# 7915,NW,0,25.69355,-80.322507
3530,4682,KINGS CREEK DR,CAMINO REAL,NW,0,25.694239,-80.323494
3531,4683,KINGS CREEK DR,SW 81 PL,W,0,25.694954,-80.325745
3532,4684,KINGS CREEK DR,APPROX # 8251(82 PL),W,0,25.694999,-80.327639
3533,4685,KINGS CREEK DR,SW 84 AV,SW,0,25.694368,-80.330244
3534,4686,KINGS CREEK DR,SW 87 AV,W,0,25.693656,-80.333402
3535,4687,KINGS CREEK DR,SW 87 AV,E,0,25.693471,-80.333237
3536,4688,KINGS CREEK DR,SW 84 AV,NE,0,25.693964,-80.33048
3537,4689,KINGS CREEK DR,SW 82 PL,E,1,25.694867,-80.32767
3538,4690,KINGS CREEK DR,SW 81 PL,E,0,25.694841,-80.325995
3539,4691,KINGS CREEK DR,# 8002,SE,0,25.694096,-80.323561
3540,4692,KINGS CREEK DR,CAMINO CR,SE,0,25.693504,-80.322633
3541,4694,DADELAND CR,SW 72 CT,E,0,25.689297,-80.309237
3542,4695,SW 88 ST,SW 72 CT,W,1,25.68887,-80.310651
3543,4696,SW 88 ST,DADELAND BD,W,2,25.68883,-80.312383
3544,4697,SW 88 ST,7500 BLOCK,W,2,25.688749,-80.314644
3545,4698,SW 88 ST,SW 77 AV,W,1,25.68862,-80.319573
3546,4699,SW 88 ST,SW 79 AV,W,1,25.688538,-80.321606
3547,4700,SW 88 ST,SW 82 AV,W,1,25.688417,-80.325212
3548,4701,SW 88 ST,SW 83 AV,W,1,25.688342,-80.327276
3549,4702,SW 88 ST,SW 85 AV,W,1,25.688253,-80.331241
3550,4703,SW 88 ST,SW 83 CT,E,1,25.688018,-80.330561
3551,4704,SW 88 ST,SW 82 AV,E,1,25.688077,-80.32778
3552,4705,SW 88 ST,SW 79 AV,E,1,25.688218,-80.323173
3553,4706,SW 88 ST,SW 77 AV,E,1,25.6883,-80.319949
3554,4707,SW 88 ST,7500 BLOCK,E,1,25.688439,-80.315111
3555,4708,SW 88 ST,DADELAND BD,E,1,25.688491,-80.313034
3556,7,DADELAND NORTH STA,BUS STOP AREA,T,28,25.691337,-80.305895
3557,4714,N MIAMI AV,NW 83 ST,S,0,25.851506,-80.197152
3558,4715,N MIAMI AV,NW 82 ST,S,0,25.849172,-80.197056
3559,4716,NW 5 PL,# 8351,N,0,25.851663,-80.206733
3560,4717,NW 5 PL,NW 85 STRD,N,0,25.853369,-80.206787
3561,4718,NW 7 AV,NW 81 ST,N,1,25.849214,-80.209096
3562,4719,NW 7 AV,NW 83 ST,N,0,25.851002,-80.209171
3563,4720,NW 7 AV,NW 85 ST,N,0,25.854032,-80.209271
3564,4721,NW 7 AV,LITTLE RIVER DR,N,0,25.856165,-80.20935
3565,4722,NW 7 AV,NW 91 ST,N,0,25.858344,-80.209429
3566,4723,NW 7 AV,NW 94 ST,N,1,25.860756,-80.209519
3567,4724,NW 7 AV,NW 95 TE,N,1,25.862604,-80.209572
3568,4725,NW 7 AV,NW 97 ST,N,0,25.864435,-80.209643
3569,4726,NW 7 AV,NW 99 ST,N,0,25.865947,-80.209698
3570,4727,NW 7 AV,NW 101 ST,N,1,25.86808,-80.209755
3571,4728,NW 7 AV,NW 103 ST,S,0,25.868496,-80.210007
3572,4729,NW 7 AV,NW 101 ST,S,0,25.86753,-80.209972
3573,4730,NW 7 AV,NW 99 ST,S,1,25.865697,-80.209919
3574,4731,NW 7 AV,NW 97 ST,S,0,25.864317,-80.209878
3575,4732,NW 7 AV,NW 95 ST,S,1,25.861491,-80.20979
3576,4733,NW 7 AV,# 9150,S,0,25.858799,-80.209688
3577,4734,NW 7 AV,NW 90 ST,S,0,25.857313,-80.209635
3578,4735,NW 7 AV,LITTLE RIVER DR,S,0,25.855316,-80.209559
3579,4736,NW 7 AV,NW 85 ST,S,1,25.853758,-80.209498
3580,9940,NW 7 AV,NW 84 ST,S,0,25.851885,-80.209457
3581,4737,NW 7 AV,NW 83 ST,S,1,25.850505,-80.209383
3582,4738,NW 7 AV,NW 81 ST,S,0,25.849194,-80.209343
3583,4739,NW 14 AV,NW 95 TE,N,0,25.862059,-80.221784
3584,4740,NW 14 AV,NW 97 ST,N,0,25.863431,-80.221829
3585,4741,NW 14 AV,NW 100 ST,N,0,25.865713,-80.221908
3586,4742,NW 14 AV,NW 101 ST,N,0,25.867129,-80.221955
3587,4743,NW 14 AV,NW 103 ST,N,0,25.868552,-80.222009
3588,4744,NW 14 AV,NW 103 ST,S,0,25.868282,-80.222121
3589,4745,NW 14 AV,NW 101 ST,S,0,25.866975,-80.222064
3590,4746,NW 14 AV,NW 100 ST,S,0,25.865514,-80.222018
3591,4747,NW 14 AV,NW 97 ST,S,0,25.863554,-80.221952
3592,4748,NW 14 AV,NW 95 ST,S,0,25.861602,-80.221899
3593,4749,NW 17 AV,NW 71 ST,N,0,25.839432,-80.225147
3594,4750,NW 17 AV,NW 74 ST,N,0,25.84167,-80.225181
3595,4751,NW 17 AV,NW 75 ST,N,0,25.843098,-80.22521
3596,4752,NW 17 AV,NW 76 TE,N,0,25.844045,-80.225227
3597,144,NW 17 AV,NW 79 ST,N,0,25.846147,-80.225272
3598,4753,NW 17 AV,NW 81 ST,N,0,25.848725,-80.225355
3599,4754,NW 17 AV,NW 84 ST,N,0,25.851464,-80.225443
3600,4755,NW 17 AV,NW 87 ST,N,0,25.853422,-80.225516
3601,4756,NW 17 AV,NW 89 ST,N,0,25.856241,-80.225615
3602,4757,NW 17 AV,NW 91 ST,N,0,25.857793,-80.225673
3603,4758,NW 17 AV,NW 93 TE,N,0,25.859496,-80.225716
3604,145,NW 17 AV,NW 95 ST,N,1,25.860551,-80.225706
3605,4759,NW 17 AV,NW 95 ST,N,0,25.862033,-80.2258
3606,4760,NW 17 AV,LITTLE RIVER DR,N,0,25.866384,-80.225965
3607,4761,NW 17 AV,NW 102 ST,N,0,25.867532,-80.225998
3608,4762,NW 17 AV,NW 103 ST,S,1,25.868152,-80.226277
3609,4763,NW 17 AV,LITTLE RIVER DR,S,0,25.866255,-80.226196
3610,134,NW 17 AV,NW 95 ST,S,1,25.861507,-80.226036
3611,4764,NW 17 AV,NW 95 ST,S,1,25.860818,-80.225967
3612,4765,NW 17 AV,NW 93 TE,S,1,25.859908,-80.225958
3613,4766,NW 17 AV,NW 91 ST,S,0,25.857694,-80.225857
3614,4767,NW 17 AV,NW 89 ST,S,1,25.855867,-80.225791
3615,4768,NW 17 AV,NW 87 ST,S,1,25.854092,-80.225732
3616,4769,NW 17 AV,NW 84 ST,S,0,25.851253,-80.225625
3617,4770,NW 17 AV,NW 83 ST,S,0,25.849988,-80.225587
3618,4771,NW 17 AV,NW 81 ST,S,1,25.84817,-80.225524
3619,135,NW 17 AV,NW 79 ST,S,0,25.846861,-80.225477
3620,4772,NW 17 AV,NW 78 ST,S,0,25.845554,-80.225451
3621,4773,NW 17 AV,NW 76 TE,S,0,25.844513,-80.225431
3622,4774,NW 17 AV,NW 75 ST,S,0,25.8431,-80.225401
3623,4775,NW 17 AV,NW 73 ST,S,0,25.841698,-80.225386
3624,4776,NW 17 AV,NW 71 ST,S,0,25.838804,-80.225319
3625,4777,NW 22 AV,SR 112,N,0,25.812063,-80.232028
3626,4778,NW 22 AV,NW 42 ST,N,0,25.813592,-80.232095
3627,4779,NW 22 AV,NW 43 ST,N,0,25.814875,-80.232151
3628,4780,NW 22 AV,NW 46 ST,N,0,25.817228,-80.232244
3629,4781,NW 22 AV,NW 48 ST,N,1,25.819217,-80.23233
3630,4782,NW 22 AV,NW 51 ST,N,1,25.821432,-80.232428
3631,4783,NW 22 AV,NW 54 ST,N,0,25.823863,-80.23253
3632,4784,NW 22 AV,NW 56 ST,N,0,25.826109,-80.23262
3633,4785,NW 22 AV,NW 58 ST,N,0,25.828382,-80.232715
3634,4786,NW 22 AV,NW 60 ST,N,0,25.829948,-80.232772
3635,4787,NW 22 AV,NW 62 ST,N,0,25.831992,-80.232856
3636,4788,NW 22 AV,NW 64 ST,N,0,25.833151,-80.232907
3637,4789,NW 22 AV,NW 66 ST,N,1,25.834341,-80.232951
3638,4790,NW 22 AV,NW 68 TE,N,0,25.83617,-80.23303
3639,4791,NW 22 AV,NW 69 LA,N,0,25.837858,-80.233098
3640,4792,NW 22 AV,NW 71 ST,N,1,25.83906,-80.233153
3641,4793,NW 22 AV,NW 72 ST,N,0,25.840403,-80.233212
3642,4794,NW 22 AV,NW 73 ST,N,0,25.841622,-80.233252
3643,4795,NW 22 AV,NW 75 ST,N,0,25.842643,-80.233293
3644,173,NW 22 AV,NW 78 ST,N,1,25.845805,-80.233415
3645,4796,NW 22 AV,NW 80 ST,N,0,25.847686,-80.233479
3646,4797,NW 22 AV,NW 82 ST,N,0,25.849568,-80.233554
3647,4798,NW 22 AV,NW 84 ST,N,1,25.851411,-80.233624
3648,4799,NW 22 AV,NW 86 TE,N,1,25.853267,-80.233697
3649,4800,NW 22 AV,NW 89 ST,N,1,25.855239,-80.233751
3650,4801,NW 22 AV,NW 91 ST,N,0,25.857527,-80.233832
3651,4802,NW 22 AV,NW 93 TE,N,1,25.859631,-80.233904
3652,248,NW 22 AV,NW 95 ST,N,1,25.861357,-80.233964
3653,4803,NW 22 AV,NW 96 TE,N,1,25.862602,-80.234001
3654,4804,NW 22 AV,NW 99 TE,N,0,25.864838,-80.234072
3655,4805,NW 22 AV,NW 100 ST,N,1,25.866173,-80.234113
3656,4363,CRANDON BD,INTL TENNIS CENTER,SW,0,25.708376,-80.157757
3657,4364,CRANDON BD,AT FIRE STATION,SW,0,25.70262,-80.160611
3658,4365,CRANDON BD,OP INTERNATIONAL TEN,N,0,25.708925,-80.156664
3659,4366,CRANDON BD,OP LINKS AT KEY BISC,NE,0,25.714681,-80.153519
3660,4367,CRANDON BD,OP SUNDAYS ON BAY,NW,0,25.726206,-80.15371
3661,4368,RICKENBACKER CY,NOAA,NW,1,25.73388,-80.162395
3662,4369,RICKENBACKER CY,MAST ACADEMY,NW,3,25.738205,-80.167115
3663,9576,S DIXIE HWY,SW 68 CT,S,0,25.690917,-80.30612
3664,4370,SW 42 AV,SW 8 ST,S,2,25.763928,-80.263381
3665,4371,SW 42 AV,SW 11 ST,S,0,25.761232,-80.263258
3666,4372,SW 42 AV,SW 13 TE,S,0,25.75955,-80.263187
3667,4373,SW 42 AV,SW 15 ST,S,0,25.757719,-80.263097
3668,4374,SW 42 AV,SW 16 TE,N,1,25.756244,-80.26283
3669,4375,SW 42 AV,SW 15 ST,N,1,25.758284,-80.262908
3670,4376,SW 42 AV,SW 13 ST,N,0,25.760624,-80.263006
3671,4377,SW 42 AV,SW 10 ST,N,0,25.762604,-80.263096
3672,4378,SW 57 AV,SW 17 ST,S,0,25.754686,-80.28763
3673,4379,SW 57 AV,SW 22 ST,S,0,25.750541,-80.287479
3674,4380,SW 57 AV,DEVONSHIRE BD,S,1,25.74432,-80.287124
3675,4381,SW 57 AV,SW 31 ST,S,1,25.742317,-80.287006
3676,4382,SW 57 AV,SW 34 ST,S,0,25.739443,-80.286892
3677,4383,SW 57 AV,SW 35 ST,S,0,25.737664,-80.286779
3678,4384,SW 57 AV,SW 39 ST,S,1,25.735272,-80.286633
3679,4385,SW 57 AV,SW 42 ST,S,0,25.732617,-80.2865
3680,4386,SW 57 AV,SW 45 ST,S,1,25.729201,-80.286346
3681,4387,SW 57 AV,SW 46 TE,S,1,25.728417,-80.286338
3682,4388,SW 57 AV,SW 48 ST,S,1,25.726864,-80.286328
3683,4389,SW 57 AV,SW 51 ST,S,1,25.723933,-80.286171
3684,4390,SW 57 AV,SW 52 TE,S,0,25.722403,-80.28612
3685,4391,SW 57 AV,SW 54 TE,S,0,25.720623,-80.286068
3686,4392,SW 57 AV,SW 56 ST,S,1,25.718534,-80.285966
3687,4393,SW 57 AV,SW 58 TE,S,1,25.71685,-80.285904
3688,4394,SW 57 AV,SW 60 ST,S,1,25.715452,-80.285845
3689,4395,SW 57 AV,SW 62 ST,S,0,25.713989,-80.2858
3690,4396,SW 57 AV,SW 64 ST,S,0,25.711968,-80.285727
3691,4397,OLD CUTLER RD,DEERING BAY,NE,0,25.645023,-80.292009
3692,4398,SW 57 AV,SW 88 ST,N,1,25.690162,-80.28478
3693,4399,SW 57 AV,SW 84 ST,N,1,25.693106,-80.284893
3694,4400,SW 57 AV,SW 82 ST,N,2,25.695432,-80.284977
3695,4401,SW 57 AV,SW 80 ST,N,2,25.696696,-80.285042
3696,4402,SW 57 AV,SW 78 ST,N,2,25.698692,-80.285082
3697,4403,SW 57 AV,SW 76 ST,N,2,25.70053,-80.285179
3698,4404,SW 57 AV,SW 74 ST,N,2,25.702283,-80.285213
3699,4405,SW 62 AV,SW 27 ST,S,0,25.74519,-80.295345
3700,4406,SW 62 AV,SW 30 ST,S,0,25.742979,-80.295224
3701,470,MIAMI CHILDRENS HOSP,PAVILLION ENTRANCE,W,0,25.740778,-80.294002
3702,4407,SW 62 AVE,SW 30 ST,N,0,25.743119,-80.29512
3703,4408,SW 62 AV,SW 27 ST,N,0,25.745406,-80.295262
3704,4409,SW 67 AV,SW 8 ST,S,1,25.762784,-80.304
3705,4410,SW 67 AV,SW 12 ST,S,0,25.759725,-80.303918
3706,4411,SW 67 AV,SW 14 ST,S,0,25.757405,-80.303845
3707,495,SW 67 AV,SW 16 ST,S,0,25.755246,-80.303779
3708,4412,SW 67 AV,SW 18 ST,S,0,25.753874,-80.303765
3709,4413,SW 67 AV,SW 20 ST,S,0,25.75191,-80.303742
3710,4414,SW 67 AV,SW 21 ST,S,0,25.750949,-80.303688
3711,4415,SW 67 AV,SW 23 ST,S,1,25.749056,-80.303705
3712,496,SW 67 AV,SW 24 ST,S,0,25.747632,-80.303656
3713,4416,SW 67 AV,SW 26 TE,S,0,25.746006,-80.303532
3714,4417,SW 67 AV,SW 28 ST,S,0,25.744723,-80.303516
3715,4418,SW 67 AV,SW 29 ST,S,0,25.743352,-80.303457
3716,4419,SW 67 AV,SW 30 ST,S,0,25.741973,-80.303387
3717,4420,SW 67 AV,SW 32 TE,S,0,25.74024,-80.303317
3718,4421,SW 67 AV,SW 34 ST,S,0,25.738729,-80.303234
3719,4422,SW 67 AV,N WATERWAY DR,S,0,25.737061,-80.303166
3720,4423,SW 67 AV,SW 39 ST,S,0,25.735272,-80.303083
3721,4424,SW 67 AV,SW 40 ST,S,0,25.732686,-80.302934
3722,4425,SW 67 AV,SW 44 ST,S,0,25.730128,-80.30282
3723,4426,SW 67 AV,SW 46 ST,S,1,25.727265,-80.302729
3724,4427,SW 67 AV,SW 48 ST,S,0,25.725418,-80.302644
3725,4428,SW 67 AV,SW 49 TR,S,0,25.724539,-80.302583
3726,4429,SW 67 AV,SW 51 TE,S,0,25.722631,-80.302513
3727,4430,SW 67 AV,SW 53 ST,S,0,25.721557,-80.302487
3728,4431,SW 67 AV,SW 54 ST,S,0,25.719951,-80.30242
3729,4432,SW 67 AV,SW 56 ST,S,1,25.718024,-80.302362
3730,4433,SW 67 AV,SW 57 TE,S,0,25.716548,-80.302261
3731,4434,SW 67 AV,US 1,S,2,25.694196,-80.301195
3732,4435,SW 67 AV,US 1,N,1,25.693686,-80.300891
3733,4436,SW 67 AV,SW 47 ST,N,0,25.727299,-80.302579
3734,4437,SW 67 AV,SW 44 ST,N,1,25.729954,-80.302691
3735,4438,SW 67 AV,SW 40 ST,N,1,25.732747,-80.302772
3736,4439,SW 67 AV,SW 39 ST,N,1,25.734659,-80.30283
3737,4440,SW 67 AV,SW 36 ST,N,0,25.737057,-80.302943
3738,4441,SW 67 AV,SW 34 ST,N,0,25.738282,-80.303017
3739,4442,SW 67 AV,SW 32 ST,N,1,25.7401,-80.303072
3740,4443,SW 67 AV,SW 30 ST,N,1,25.742112,-80.303175
3741,4444,SW 67 AV,SW 28 ST,N,1,25.744043,-80.303284
3742,4445,SW 67 AV,SW 27 ST,N,0,25.745009,-80.303309
3743,4446,SW 67 AV,SW 25 TE,N,1,25.746435,-80.303366
3744,4451,SW 79 AV,SW 88 ST,N,2,25.688756,-80.321309
3745,4452,SW 79 AV,SW 86 ST,N,1,25.69042,-80.321404
3746,4453,SW 79 AV,SW 86 ST,S,0,25.690439,-80.321494
3747,4454,SW 79 AV,SW 88 ST,S,0,25.688934,-80.321445
3748,4455,SW 82 AV,SW 8 ST,S,0,25.761604,-80.327966
3749,4456,SW 82 AV,SW 12 ST,S,0,25.758793,-80.327921
3750,4457,SW 82 AV,SW 13 TE,S,0,25.757398,-80.327899
3751,4458,SW 82 AV,SW 17 ST,S,0,25.754248,-80.327829
